mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.3986266851425171,0.0278245210647583,0.052864789962768555,0.003345012664794922,8,10,100,"{'max_depth': 8, 'min_samples_leaf': 10, 'n_estimators': 100}",0.20265441637266085,0.2069487505069651,0.20480158343981297,0.0021471670671521226,1
